
Processing get_jackknife_means.cxx++...
6.51971e+10	-2.49085e+09	7.03732e+10	3.02339e+10
7.03944e+10	1.46682e+09	7.06314e+10	2.92319e+10
5.68184e+10	5.67964e+08	5.72156e+10	2.60321e+10
4.6349e+10	1.25976e+08	4.82518e+10	2.69899e+10
3.86085e+10	4.99597e+09	4.57177e+10	2.52736e+10
3.1882e+10	3.27107e+09	3.86154e+10	1.77244e+10
3.44149e+10	-3.23069e+09	3.42228e+10	1.20226e+10
3.65076e+10	-9.99025e+09	3.45549e+10	4.68957e+09
3.27984e+10	-1.22809e+10	2.75618e+10	-1.02265e+09
0	0	0	0
1.41094e+10	-9.66423e+09	7.82355e+09	-3.18715e+09
1.5357e+10	-5.40958e+09	4.01906e+09	-8.80593e+08
1.67832e+10	-2.33966e+09	3.19466e+09	8.1246e+08
1.55309e+10	1.51844e+09	3.38624e+09	9.28518e+08
1.19796e+10	4.22916e+09	3.06387e+09	1.35369e+09
8.27359e+09	4.79784e+09	2.68282e+09	1.92035e+09
4.34207e+09	4.08748e+09	2.41577e+09	1.59358e+09
1.10974e+09	2.99098e+09	2.12121e+09	9.75496e+08
-3.03218e+08	2.12976e+09	1.99587e+09	6.74081e+08
-9.37278e+08	1.06397e+09	1.64696e+09	1.27738e+08
-1.27101e+09	1.41035e+08	1.17854e+09	-3.62853e+08
-1.51139e+09	-9.14122e+08	7.32224e+08	-4.41024e+08
-1.4696e+09	-1.35552e+09	3.15135e+08	-3.66163e+08
-1.13447e+09	-9.24683e+08	-1.17872e+08	-2.87366e+08
-7.51111e+08	-1.56354e+08	-2.89781e+08	-1.51142e+08
-2.78744e+07	5.68906e+08	-2.79062e+08	1.69815e+08
4.23991e+08	1.02614e+09	-2.07573e+08	3.13538e+08
3.97804e+08	9.5726e+08	-2.45016e+08	2.69344e+08
3.77036e+08	6.99914e+08	-2.80442e+08	2.03356e+08
4.69204e+08	5.32256e+08	-2.18062e+08	1.80214e+08
5.47562e+08	3.07918e+08	-1.51367e+08	1.29961e+08
4.4236e+08	3.83982e+07	-9.84674e+07	3.50186e+07
2.60157e+08	-2.50451e+08	-5.90173e+07	-3.22369e+07
1.60192e+08	-4.81056e+08	-6.25711e+07	-1.30816e+08
5.89861e+07	-5.772e+08	-4.45369e+07	-2.08677e+08
-8.53722e+07	-6.47693e+08	-2.92201e+06	-2.99598e+08
-9.96569e+07	-6.85121e+08	3.43276e+07	-3.31351e+08
-5.51611e+07	-6.67439e+08	4.03062e+07	-3.30717e+08
-7.78352e+07	-7.01434e+08	5.11413e+06	-3.64561e+08
-1.31732e+08	-6.99056e+08	-6.12401e+07	-3.93841e+08
-1.43849e+08	-5.21758e+08	-8.1017e+07	-3.97681e+08
-1.16783e+08	-3.66725e+08	-2.96437e+07	-3.45647e+08
-8.78139e+07	-3.43015e+08	5.85565e+07	-2.75689e+08
-7.38417e+07	-4.20709e+08	1.51335e+08	-1.88303e+08
-2.09053e+08	-4.52307e+08	2.0373e+08	-1.75604e+08
-5.53681e+08	-3.25806e+08	1.81226e+08	-1.45788e+08
-1.04652e+09	-2.8671e+08	-1.11601e+07	-2.74979e+08
-1.42436e+09	-4.16775e+08	-3.72388e+08	-6.38481e+08
-1.81737e+09	-6.2063e+08	-7.34314e+08	-1.13558e+09
-2.18394e+09	-6.63717e+08	-1.06409e+09	-1.86613e+09
-2.1935e+09	-8.84145e+08	-1.17561e+09	-2.64964e+09
-2.13882e+09	-1.35751e+09	-1.00926e+09	-3.16351e+09
-1.85088e+09	-1.26863e+09	-6.91594e+08	-3.1105e+09
-1.63961e+09	-1.01388e+09	-1.97632e+08	-3.0314e+09
-1.2728e+09	-1.04414e+09	3.6698e+08	-2.96636e+09
-3.08535e+07	-1.15832e+09	1.7246e+09	-2.56186e+09
2.40204e+09	-1.17899e+09	4.22223e+09	-1.64047e+09
4.41308e+09	-1.0984e+09	6.6821e+09	-9.01649e+08
5.88176e+09	-2.64363e+09	9.29126e+09	-1.35047e+09
6.293e+09	-4.86451e+09	1.15965e+10	-1.38079e+09
7.33852e+09	-4.93658e+09	1.36095e+10	8.21043e+08
9.2861e+09	-3.79074e+09	1.67852e+10	4.47624e+09
1.47186e+10	-3.05607e+09	2.60661e+10	1.07341e+10
3.23983e+10	-4.39443e+09	4.43173e+10	2.16657e+10

1.185e+10	6.46049e+08	-8.62967e+08	9.5151e+09
1.07395e+10	4.10163e+09	-1.41756e+09	1.20332e+10
6.11513e+09	8.47987e+09	-2.4787e+09	1.39478e+10
3.24622e+09	1.19514e+10	-1.69362e+09	1.21202e+10
2.17622e+09	1.27702e+10	-7.74994e+08	1.05204e+10
7.52598e+08	1.17612e+10	-3.89732e+09	8.76718e+09
1.93691e+09	1.07394e+10	-5.66138e+09	5.58813e+09
3.90703e+09	1.47204e+10	-4.40785e+09	3.84306e+09
4.37338e+09	1.65261e+10	-2.00079e+09	1.96142e+09
0	0	0	0
3.64444e+09	1.85387e+10	2.08013e+09	4.14352e+09
3.711e+09	1.7873e+10	1.89988e+09	5.59263e+09
1.45194e+09	1.46329e+10	6.58575e+08	5.29719e+09
-5.56762e+08	1.1409e+10	-5.86103e+08	4.91467e+09
-9.82847e+08	8.23319e+09	-2.20833e+08	4.78202e+09
-5.6213e+08	5.67572e+09	4.76931e+08	4.54409e+09
-2.01711e+08	4.49793e+09	8.91915e+08	4.01565e+09
3.84957e+07	4.56549e+09	1.29835e+09	3.2781e+09
-2.07517e+08	4.93402e+09	1.04187e+09	2.5191e+09
-4.90016e+08	4.41958e+09	7.28531e+08	1.55957e+09
-7.80431e+08	3.43631e+09	4.44052e+08	6.69006e+08
-8.40736e+08	2.31244e+09	2.92387e+08	6.64178e+07
-7.07598e+08	1.54808e+09	1.93506e+08	-1.39872e+08
-4.85059e+08	1.04745e+09	7.92343e+07	-1.2518e+08
-1.2539e+08	4.91063e+08	7.4279e+07	-2.188e+07
1.91703e+08	-4.70244e+07	1.195e+08	1.35329e+07
3.97418e+08	-5.84085e+07	1.6619e+08	9.65822e+07
4.36239e+08	2.10879e+07	1.78999e+08	1.72018e+08
5.50037e+08	-2.56538e+07	2.27766e+08	1.66007e+08
6.74049e+08	-4.43733e+07	2.69524e+08	1.69652e+08
6.62937e+08	-5.52393e+06	2.64349e+08	1.69962e+08
5.79246e+08	3.77004e+06	2.22153e+08	1.16278e+08
4.4495e+08	-2.01675e+07	1.49828e+08	7.49825e+07
3.44064e+08	-6.05981e+07	1.04261e+08	6.70098e+07
2.72454e+08	-1.03443e+08	7.48603e+07	8.28822e+07
1.96989e+08	-1.41866e+08	8.43423e+07	9.29326e+07
1.71674e+08	-1.02896e+08	1.13446e+08	1.10284e+08
2.03061e+08	-6.88648e+07	1.48355e+08	1.0988e+08
2.69641e+08	-1.123e+08	1.99672e+08	9.76632e+07
2.80361e+08	-1.86394e+08	2.30607e+08	8.78913e+07
1.81776e+08	-3.06912e+08	2.43928e+08	5.80961e+07
1.05927e+08	-4.92417e+08	3.05018e+08	2.08249e+06
3.51943e+07	-5.95474e+08	3.58399e+08	-2.75811e+07
-3.94526e+07	-6.65568e+08	4.2027e+08	-2.18394e+07
-3.68684e+07	-6.96229e+08	5.46801e+08	4.66637e+06
9.01313e+07	-8.21733e+08	7.1526e+08	1.22754e+07
2.25964e+08	-8.91658e+08	8.39114e+08	8.32965e+07
3.49176e+08	-8.66204e+08	8.60023e+08	2.61314e+08
3.91672e+08	-8.1552e+08	7.88807e+08	4.61434e+08
5.1747e+08	-6.31468e+08	7.51209e+08	7.45492e+08
6.30769e+08	-2.21398e+08	7.75623e+08	1.08092e+09
8.23547e+08	1.01924e+08	7.67097e+08	1.42581e+09
1.1618e+09	-1.56818e+08	7.65828e+08	1.56532e+09
1.43449e+09	-3.44038e+08	6.38503e+08	1.68592e+09
1.8896e+09	-1.73775e+08	5.3873e+08	1.56327e+09
2.57175e+09	-8.56499e+07	5.71744e+08	1.20584e+09
3.19569e+09	-3.94709e+08	7.90908e+08	7.06526e+08
3.38591e+09	-1.31712e+09	6.4482e+08	3.93132e+08
3.53623e+09	-1.80935e+09	1.41483e+07	5.03325e+08
4.31102e+09	-8.75522e+08	-3.55337e+08	9.41345e+08
4.5788e+09	2.45927e+08	-8.0167e+08	1.76357e+09
6.50111e+09	6.56439e+08	-1.28122e+09	2.69834e+09
8.78483e+09	1.03279e+09	-1.43395e+09	4.36173e+09
1.03097e+10	2.03938e+08	-1.64961e+09	6.69524e+09
