
Processing get_correlation_functions.cxx++...


TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.608

18	-1.45408e+07	2.44587e+06	2.06831e+07	2.60208e+07
19	1.62128e+07	1.83764e+07	1.56819e+07	1.62815e+07
20	-4.23572e+06	-1.7103e+06	9.69892e+06	5.65512e+06
21	-8.56435e+06	5.02671e+06	2.4981e+06	5.3904e+06
22	4.52547e+06	3.6333e+06	-4.26275e+06	8.99421e+06
23	-998372	-249863	255217	-6.05563e+06
24	2.86829e+06	-2.25678e+06	-85412.8	-1.5357e+06
25	2.23577e+06	186155	-67042.3	-1.06755e+06
26	1.26737e+06	-140251	-176317	-1.97737e+06
27	-775962	281283	-110197	-635224
28	-332884	-1.1511e+06	430534	-1.20166e+06
29	-641953	-169949	-417494	-1.78137e+06
30	-471976	-629184	-2.04869e+06	-1.52256e+06
31	12194.9	188294	-402026	-1.3052e+06
32	899551	-649751	-913741	-1.33835e+06
33	687107	-219294	419896	-7387.73
34	-162734	-258867	-586139	-578733
35	707503	-59673.3	347360	1.44728e+06
36	1.71813e+06	178758	841313	1.02805e+06
37	603400	507791	611898	520295
38	424203	-230193	1.97138e+06	1.11556e+06
39	187843	-985656	2.85009e+06	1.09993e+06
40	-46334.3	-2.87127e+06	-1.14971e+06	5.14452e+06
41	-2.31812e+06	929001	227225	2.6502e+06
42	-7.05316e+06	2.9348e+06	2.30716e+06	1.16666e+07
43	-7.07374e+06	8.85251e+06	2.60461e+06	1.3157e+07
44	-9.31817e+06	1.35316e+07	-1.44279e+07	895500
45	-1.04114e+07	-6.45152e+06	-9.00664e+06	-1.12045e+07
46	548213	-3.90325e+06	-8.74025e+06	-2.32938e+07
47	-2.37753e+07	1.68228e+07	-1.98346e+07	1.57787e+07
48	-2.82727e+07	2.51367e+07	-2.10689e+07	3.18013e+06
49	-3.06827e+07	2.25531e+07	-2.94432e+07	776057
50	6.55493e+06	3.64516e+06	-3.58474e+07	-2.57279e+07
51	6.2032e+07	-1.6791e+07	-5.5613e+07	3.40414e+07
52	1.06816e+08	5.8432e+07	-3.22765e+07	1.66336e+07
53	2.46894e+07	2.15619e+07	2.01442e+08	-4.00557e+07
54	-2.05983e+08	1.00458e+08	-1.20648e+08	-5.00064e+07
55	-5.2018e+07	-5.55715e+07	-4.16724e+08	1.27095e+08
56	154570	6.30332e+07	-2.49023e+08	3.93678e+08
57	-3.41706e+08	-1.06888e+08	-5.72139e+08	-4.03167e+07
58	5.3421e+08	-5.46633e+08	-1.54377e+09	6.31908e+08
59	-4.03626e+08	2.01654e+08	-4.83911e+08	-2.66486e+09
60	-7.78692e+08	4.47309e+08	-1.442e+09	-2.92134e+09
61	2.24409e+08	2.29844e+09	-1.56174e+10	-1.10721e+10
62	1.02074e+10	1.01862e+10	-7.38196e+10	-3.63284e+10
63	5.38183e+10	2.51711e+10	-2.20027e+11	-8.35456e+10


THREE POINT CORRELATION: ../tsrc0/nuc3pt.dat.616

0	1.185e+10	6.46049e+08	-8.62967e+08	9.5151e+09
1	1.07395e+10	4.10163e+09	-1.41756e+09	1.20332e+10
2	6.11513e+09	8.47987e+09	-2.4787e+09	1.39478e+10
3	3.24622e+09	1.19514e+10	-1.69362e+09	1.21202e+10
4	2.17622e+09	1.27702e+10	-7.74994e+08	1.05204e+10
5	7.52598e+08	1.17612e+10	-3.89732e+09	8.76718e+09
6	1.93691e+09	1.07394e+10	-5.66138e+09	5.58813e+09
7	3.90703e+09	1.47204e+10	-4.40785e+09	3.84306e+09
